ID,STEP,LAT,LONG,road_type,name,speed_limit,lanes_total,lanes_forward,lanes_backward,surface,oneway,lit,cycleway,sidewalk,bridge,tunnel,county,zip_left,zip_right,maxspeed_type,turn_lanes,turn_lanes_forward,turn_lanes_backward,hov_lanes
ROUTE_3,25,29.764083,-95.36841,motorway,Gulf Freeway,60 mph,5,unknown,unknown,concrete:plates,yes,yes,unknown,unknown,yes,unknown,"Harris, TX",unknown,unknown,unknown,left|left;through||through;right|right,unknown,unknown,unknown
ROUTE_3,26,29.764376,-95.36799,motorway,Gulf Freeway,60 mph,5,unknown,unknown,unknown,yes,yes,unknown,unknown,yes,unknown,"Harris, TX",unknown,unknown,sign,slight_left|slight_left|none|none|slight_right,unknown,unknown,unknown
ROUTE_3,27,29.764649,-95.367681,motorway,Gulf Freeway,60 mph,5,unknown,unknown,unknown,yes,yes,unknown,unknown,yes,unknown,"Harris, TX",unknown,unknown,sign,slight_left|slight_left|none|none|slight_right,unknown,unknown,unknown
ROUTE_3,28,29.764972,-95.367386,motorway,Gulf Freeway,60 mph,5,unknown,unknown,unknown,yes,yes,unknown,unknown,yes,unknown,"Harris, TX",unknown,unknown,sign,slight_left|slight_left|none|none|slight_right,unknown,unknown,unknown
ROUTE_3,29,29.765366,-95.367112,motorway,Gulf Freeway,60 mph,5,unknown,unknown,unknown,yes,yes,unknown,unknown,yes,unknown,"Harris, TX",unknown,unknown,sign,slight_left|slight_left|none|none|slight_right,unknown,unknown,unknown
ROUTE_3,30,29.765951,-95.366802,motorway,Gulf Freeway,60 mph,5,unknown,unknown,unknown,yes,yes,unknown,unknown,yes,unknown,"Harris, TX",unknown,unknown,sign,slight_left|slight_left|none|none|slight_right,unknown,unknown,unknown
ROUTE_3,31,29.766917,-95.366372,motorway,Gulf Freeway,60 mph,4,unknown,unknown,unknown,yes,yes,unknown,unknown,yes,unknown,"Harris, TX",unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,32,29.767435,-95.36599,motorway,Gulf Freeway,60 mph,4,unknown,unknown,unknown,yes,yes,unknown,unknown,yes,unknown,"Harris, TX",unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,33,29.767706,-95.365745,motorway,Gulf Freeway,60 mph,4,unknown,unknown,unknown,yes,yes,unknown,unknown,yes,unknown,"Harris, TX",unknown,unknown,unknown,slight_left|slight_left|none|none,unknown,unknown,unknown
ROUTE_3,34,29.767816,-95.365603,motorway,Gulf Freeway,60 mph,4,unknown,unknown,unknown,yes,yes,unknown,unknown,yes,unknown,"Harris, TX",unknown,unknown,unknown,slight_left|slight_left|none|none,unknown,unknown,unknown
ROUTE_3,35,29.767923,-95.365415,motorway,Gulf Freeway,60 mph,4,unknown,unknown,unknown,yes,yes,unknown,unknown,yes,unknown,"Harris, TX",unknown,unknown,unknown,slight_left|slight_left|none|none,unknown,unknown,unknown
ROUTE_3,36,29.768006,-95.365217,residential,Girard Street,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"Harris, TX",unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,37,29.768063,-95.364992,residential,Girard Street,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"Harris, TX",unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,38,29.768087,-95.364784,residential,Girard Street,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"Harris, TX",unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,39,29.768087,-95.364571,footway,unnamed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,40,29.768015,-95.364049,motorway,Katy Freeway,60 mph,2,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,41,29.767594,-95.362425,motorway,Katy Freeway,60 mph,2,unknown,unknown,concrete:plates,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,42,29.76741,-95.361791,motorway,Katy Freeway,60 mph,3,unknown,unknown,concrete:plates,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,43,29.767234,-95.361161,motorway,East Freeway,60 mph,4,unknown,unknown,concrete:plates,yes,yes,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,44,29.76708,-95.36066,motorway,East Freeway,60 mph,4,unknown,unknown,concrete:plates,yes,yes,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,45,29.767016,-95.360329,motorway,East Freeway,60 mph,4,unknown,unknown,concrete:plates,yes,yes,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,46,29.766984,-95.360052,motorway,East Freeway,60 mph,4,unknown,unknown,concrete:plates,yes,yes,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,47,29.766983,-95.359636,motorway,East Freeway,60 mph,4,unknown,unknown,concrete:plates,yes,yes,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,48,29.767032,-95.359189,motorway,East Freeway,60 mph,4,unknown,unknown,concrete:plates,yes,yes,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,49,29.767103,-95.358875,motorway,East Freeway,60 mph,4,unknown,unknown,concrete:plates,yes,yes,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,50,29.767276,-95.358296,motorway,East Freeway,60 mph,4,unknown,unknown,concrete:plates,yes,yes,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,51,29.767409,-95.35791,motorway,East Freeway,60 mph,4,unknown,unknown,concrete:plates,yes,yes,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,52,29.767722,-95.357003,motorway,East Freeway,60 mph,3,unknown,unknown,unknown,yes,yes,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,53,29.768242,-95.355677,motorway,East Freeway,60 mph,3,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,54,29.768581,-95.354925,motorway,East Freeway,60 mph,3,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,55,29.769289,-95.35346,motorway,East Freeway,60 mph,3,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,56,29.769547,-95.352834,motorway,East Freeway,60 mph,3,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,57,29.769675,-95.352475,motorway,East Freeway,60 mph,3,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,58,29.769819,-95.351959,motorway,East Freeway,60 mph,4,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,59,29.769928,-95.351402,motorway,East Freeway,60 mph,4,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,60,29.769959,-95.351144,motorway,East Freeway,60 mph,4,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,61,29.770001,-95.350585,motorway,East Freeway,60 mph,4,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,left|left;through|through|through;right,unknown,unknown,unknown
ROUTE_3,62,29.77001,-95.3498,motorway,East Freeway,60 mph,4,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,|||through;slight_right,unknown,unknown,unknown
ROUTE_3,63,29.77002,-95.348508,motorway,East Freeway,60 mph,4,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,|||through;slight_right,unknown,unknown,unknown
ROUTE_3,64,29.769996,-95.347836,motorway,East Freeway,60 mph,4,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,|||through;slight_right,unknown,unknown,unknown
ROUTE_3,65,29.769958,-95.347413,motorway,East Freeway,60 mph,4,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,|||through;slight_right,unknown,unknown,unknown
ROUTE_3,66,29.769877,-95.347027,motorway,East Freeway,60 mph,4,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,|||through;slight_right,unknown,unknown,unknown
ROUTE_3,67,29.769816,-95.346626,motorway,East Freeway,60 mph,4,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,|||through;slight_right,unknown,unknown,unknown
ROUTE_3,68,29.769646,-95.346071,motorway,East Freeway,60 mph,4,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,|||through;slight_right,unknown,unknown,unknown
ROUTE_3,69,29.769481,-95.345595,motorway,East Freeway,60 mph,4,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,|||through;slight_right,unknown,unknown,unknown
ROUTE_3,70,29.769163,-95.344442,motorway,East Freeway,60 mph,3,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,71,29.768431,-95.341712,motorway,Eastex Freeway,60 mph,5,unknown,unknown,unknown,yes,yes,unknown,unknown,yes,unknown,"Harris, TX",unknown,unknown,unknown,||||slight_right,unknown,unknown,unknown
ROUTE_3,72,29.768407,-95.341412,motorway,Eastex Freeway,60 mph,5,unknown,unknown,unknown,yes,yes,unknown,unknown,yes,unknown,"Harris, TX",unknown,unknown,unknown,||||slight_right,unknown,unknown,unknown
ROUTE_3,73,29.768417,-95.341081,motorway,East Freeway,60 mph,3,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,74,29.768511,-95.340357,motorway,East Freeway,60 mph,3,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,75,29.768873,-95.3385,motorway,East Freeway,60 mph,3,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,76,29.7689,-95.338121,motorway,East Freeway,60 mph,3,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,77,29.768949,-95.337427,motorway,East Freeway,60 mph,5,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,78,29.768994,-95.336609,motorway,East Freeway,60 mph,5,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,79,29.769077,-95.336044,motorway,East Freeway,60 mph,4,unknown,unknown,unknown,yes,yes,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,left|left;through|through|through;right,unknown,unknown,unknown
ROUTE_3,80,29.769177,-95.335622,motorway,East Freeway,60 mph,4,unknown,unknown,unknown,yes,yes,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,left|left;through|through|through;right,unknown,unknown,unknown
ROUTE_3,81,29.769402,-95.334998,motorway,East Freeway,60 mph,5,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,82,29.769675,-95.33438,motorway,East Freeway,60 mph,5,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,83,29.770684,-95.331609,motorway,East Freeway,60 mph,5,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,84,29.771364,-95.329905,motorway,East Freeway,60 mph,4,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,85,29.771812,-95.3288,motorway,East Freeway,60 mph,4,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,86,29.77246,-95.327089,motorway,East Freeway,60 mph,4,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,87,29.773473,-95.324503,motorway,East Freeway,60 mph,4,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,88,29.773846,-95.323305,motorway,East Freeway,60 mph,5,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,||||merge_to_left,unknown,unknown,unknown
ROUTE_3,89,29.774068,-95.322275,motorway,East Freeway,60 mph,6,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,||||through;right|right,unknown,unknown,unknown
ROUTE_3,90,29.774168,-95.321446,motorway,East Freeway,60 mph,6,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,||||through;right|right,unknown,unknown,unknown
ROUTE_3,91,29.774207,-95.320351,motorway,East Freeway,60 mph,6,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,92,29.774222,-95.317808,motorway,East Freeway,60 mph,5,unknown,unknown,asphalt,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,93,29.77417,-95.312506,motorway,East Freeway,60 mph,5,unknown,unknown,asphalt,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,||||through;slight_right,unknown,unknown,unknown
ROUTE_3,94,29.774173,-95.311041,motorway,East Freeway,60 mph,5,unknown,unknown,asphalt,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,||||through;slight_right,unknown,unknown,unknown
ROUTE_3,95,29.774171,-95.307697,motorway,East Freeway,60 mph,4,unknown,unknown,unknown,yes,yes,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,96,29.77417,-95.307164,motorway,East Freeway,60 mph,4,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,97,29.774163,-95.302714,motorway,East Freeway,60 mph,4,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,98,29.774188,-95.301956,motorway,East Freeway,60 mph,4,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,99,29.774252,-95.30142,motorway,East Freeway,60 mph,4,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,100,29.774325,-95.300856,motorway,East Freeway,60 mph,4,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,101,29.774388,-95.300514,motorway,East Freeway,60 mph,4,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,102,29.774461,-95.300217,motorway,East Freeway,60 mph,4,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,103,29.774621,-95.299619,motorway,East Freeway,60 mph,4,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,104,29.774764,-95.299178,motorway,East Freeway,60 mph,4,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,105,29.775446,-95.297457,motorway,East Freeway,60 mph,4,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,106,29.775566,-95.297159,motorway,East Freeway,60 mph,4,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,107,29.775951,-95.296231,motorway,East Freeway,60 mph,4,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,108,29.77716,-95.293343,motorway,East Freeway,60 mph,4,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,109,29.777491,-95.292356,motorway,East Freeway,60 mph,4,unknown,unknown,unknown,yes,yes,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,110,29.777748,-95.291052,motorway,East Freeway,60 mph,4,unknown,unknown,unknown,yes,yes,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,111,29.77782,-95.290464,motorway,East Freeway,60 mph,4,unknown,unknown,paved,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,112,29.777844,-95.288809,motorway,East Freeway,60 mph,4,unknown,unknown,paved,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,113,29.777861,-95.28804,motorway,East Freeway,60 mph,4,unknown,unknown,paved,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,114,29.777927,-95.284622,motorway,East Freeway,60 mph,4,unknown,unknown,unknown,yes,yes,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,115,29.777949,-95.28349,motorway,East Freeway,60 mph,4,unknown,unknown,unknown,yes,yes,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,116,29.777985,-95.28194,motorway,East Freeway,60 mph,4,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,117,29.777972,-95.281526,motorway,East Freeway,60 mph,4,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,118,29.777965,-95.280271,motorway,East Freeway,60 mph,5,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,119,29.777892,-95.279324,motorway,East Freeway,60 mph,5,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,120,29.777799,-95.278582,motorway,East Freeway,60 mph,6,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,through|through|through|none|none|through;slight_right,unknown,unknown,unknown
ROUTE_3,121,29.777405,-95.27599,motorway,East Freeway,60 mph,6,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,122,29.776866,-95.272467,motorway,East Freeway,60 mph,6,unknown,unknown,unknown,yes,yes,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ROUTE_3,123,29.776787,-95.271934,motorway,East Freeway,60 mph,6,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,through|through|through||through;slight_right|slight_right,unknown,unknown,unknown
ROUTE_3,124,29.776775,-95.27185,motorway,East Freeway,60 mph,6,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,through|through|through||through;slight_right|slight_right,unknown,unknown,unknown
ROUTE_3,125,29.776718,-95.271504,motorway,East Freeway,60 mph,6,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,through|through|through||through;slight_right|slight_right,unknown,unknown,unknown
ROUTE_3,126,29.776409,-95.269577,motorway,East Freeway,60 mph,4,unknown,unknown,concrete:plates,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
